"","Sample","Date","Time","Counted.by","Site","DO..mg.L.","Saturation....","Temperature...C.","N","NH3.N","NH4.N","pH","NO2","PO4","X","Species","Classification","Threat","Cells.Counted","Frames.counted","Total.Count"
"837",237,"19/02/2019","14:36:00","Lorna","After Drumfilter","9.45",92.4,13.6,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 2 ",20,100
"838",237,"19/02/2019","14:36:00","Lorna","After Drumfilter","9.45",92.4,13.6,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 3 ",20,150
"839",237,"19/02/2019","14:36:00","Lorna","After Drumfilter","9.45",92.4,13.6,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 43 ",20,2150
"840",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 2 ",20,100
"841",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 2 ",20,100
"842",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 245 ",20,12250
"843",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Octactis","Dictyochophyceae",""," 1 ",20,50
"844",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 7 ",20,350
"845",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium depressum","Dinoflagellate",""," 1 ",20,50
"846",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 43 ",20,2150
"847",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 9 ",20,450
"848",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Pyrophacus","Dinoflagellate",""," 2 ",20,100
"849",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 4 ",20,200
"850",238,"19/02/2019","15:30:00","Lorna","Primary sump","8.91",88.2,14.1,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 6 ",20,300
"851",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 3 ",20,150
"852",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 121 ",20,6050
"853",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 4 ",20,200
"854",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 1 ",20,50
"855",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 4 ",20,200
"856",239,"19/02/2019","15:36:00","Lorna","After Drumfilter","8.94",82.9,14.2,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 3 ",20,150
"857",240,"19/02/2019","17:30:00","Sarah","Primary sump","9.08",88.7,14.6,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 109 ",20,5450
"858",240,"19/02/2019","17:30:00","Sarah","Primary sump","9.08",88.7,14.6,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 64 ",20,3200
"859",241,"19/02/2019","17:30:00","Sarah","After Drumfilter","9.22",91,14.6,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 34 ",20,1700
"860",241,"19/02/2019","17:30:00","Sarah","After Drumfilter","9.22",91,14.6,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 35 ",20,1750
"861",242,"19/02/2019","19:00:00","Sarah","Primary sump","8.95",88.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 274 ",20,13700
"862",242,"19/02/2019","19:00:00","Sarah","Primary sump","8.95",88.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 135 ",20,6750
"863",243,"19/02/2019","19:00:00","Sarah","After Drumfilter","9.29",88.5,14.3,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 68 ",20,3400
"864",243,"19/02/2019","19:00:00","Sarah","After Drumfilter","9.29",88.5,14.3,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 123 ",20,6150
"865",244,"19/02/2019","21:00:00","Sarah","Primary sump","9.02",89.4,14.9,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 289 ",20,14450
"866",244,"19/02/2019","21:00:00","Sarah","Primary sump","9.02",89.4,14.9,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 232 ",20,11600
"867",245,"19/02/2019","21:00:00","Sarah","After Drumfilter","9.02",77.8,14.2,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 28 ",20,1400
"868",245,"19/02/2019","21:00:00","Sarah","After Drumfilter","9.02",77.8,14.2,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 166 ",20,8300
"869",246,"19/02/2019","23:00:00","Sarah","Primary sump","8.85",84,13.4,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 107 ",20,5350
"870",246,"19/02/2019","23:00:00","Sarah","Primary sump","8.85",84,13.4,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 219 ",20,10950
"871",247,"19/02/2019","23:00:00","Sarah","After Drumfilter","8.78",79.1,13.4,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 89 ",20,4450
"872",247,"19/02/2019","23:00:00","Sarah","After Drumfilter","8.78",79.1,13.4,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 73 ",20,3650
"873",248,"20/02/2019","01:00:00","Sarah","Primary sump","8.53",80.8,12.1,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 95 ",20,4750
"874",248,"20/02/2019","01:00:00","Sarah","Primary sump","8.53",80.8,12.1,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 180 ",20,9000
"875",249,"20/02/2019","01:00:00","Sarah","After Drumfilter","8.9",78.1,12.1,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 62 ",20,3100
"876",249,"20/02/2019","01:00:00","Sarah","After Drumfilter","8.9",78.1,12.1,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 138 ",20,6900
"877",250,"20/02/2019","03:00:00","Sarah","Primary sump","8.4",78.9,12.8,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 289 ",20,14450
"878",250,"20/02/2019","03:00:00","Sarah","Primary sump","8.4",78.9,12.8,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 126 ",20,6300
"879",251,"20/02/2019","03:00:00","Sarah","After Drumfilter","8.66",75.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 75 ",20,3750
"880",251,"20/02/2019","03:00:00","Sarah","After Drumfilter","8.66",75.5,11.5,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 31 ",20,1550
"881",254,"20/02/2019","07:48:00","Sarah","Primary sump","9.88",91.7,11.8,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 7 ",20,350
"882",254,"20/02/2019","07:48:00","Sarah","Primary sump","9.88",91.7,11.8,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 1 ",20,50
"883",254,"20/02/2019","07:48:00","Sarah","Primary sump","9.88",91.7,11.8,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 4 ",20,200
"884",254,"20/02/2019","07:48:00","Sarah","Primary sump","9.88",91.7,11.8,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 48 ",20,2400
"885",254,"20/02/2019","07:48:00","Sarah","Primary sump","9.88",91.7,11.8,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"886",255,"20/02/2019","07:51:00","Sarah","After Drumfilter","9.74",89.7,11.4,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 1 ",20,50
"887",255,"20/02/2019","07:51:00","Sarah","After Drumfilter","9.74",89.7,11.4,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 1 ",20,50
"888",255,"20/02/2019","07:51:00","Sarah","After Drumfilter","9.74",89.7,11.4,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 4 ",20,200
"889",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Rhizosolenia","Diatom",""," 2 ",20,100
"890",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 2 ",20,100
"891",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 7 ",20,350
"892",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Chaetoceros","Diatom",""," 1 ",20,50
"893",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 289 ",20,14450
"894",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 4 ",20,200
"895",256,"20/02/2019","09:05:00","Lorna","Primary sump","9.72",93,12.4,NA,0.06,NA,8.36,NA,NA,NA,"Protoperidinium depressum","Dinoflagellate",""," 1 ",20,50
"896",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 135 ",20,6750
"897",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 1 ",20,50
"898",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 2 ",20,100
"899",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Protoperidinium depressum","Dinoflagellate",""," 1 ",20,50
"900",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 1 ",20,50
"901",257,"20/02/2019","09:08:00","Lorna","After Drumfilter","9.11",86.8,12.8,NA,0.01,NA,8.14,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 2 ",20,100
"902",258,"20/02/2019","09:08:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 2 482 ",20,124100
"903",258,"20/02/2019","09:08:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 78 ",20,3900
"904",258,"20/02/2019","09:08:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 18 ",20,900
"905",258,"20/02/2019","09:08:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 121 ",20,6050
"906",258,"20/02/2019","09:08:00","Lorna","Primary sump","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium depressum","Dinoflagellate",""," 4 ",20,200
"907",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 6 ",20,300
"908",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 3 ",20,150
"909",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium conicum","Dinoflagellate",""," 7 ",20,350
"910",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 4 ",20,200
"911",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 1 193 ",20,59650
"912",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 16 ",20,800
"913",260,"20/02/2019","14:06:00","Lorna","Primary sump","9.92",9.91,14.6,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 15 ",20,750
"914",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 1 ",20,50
"915",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 11 ",20,550
"916",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom",""," 1 ",20,50
"917",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 24 ",20,1200
"918",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 4 ",20,200
"919",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 2 ",20,100
"920",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 4 ",20,200
"921",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 258 ",20,12900
"922",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Ceratium fusus","Dinoflagellate",""," 1 ",20,50
"923",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 42 ",20,2100
"924",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 7 ",20,350
"925",263,"20/02/2019","18:00:00","Pertunia","Primary sump","9.41",91.3,14,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 2 ",20,100
"926",264,"20/02/2019","18:00:00","Pertunia","After Drumfilter","9.79",95.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 1 ",20,50
"927",264,"20/02/2019","18:00:00","Pertunia","After Drumfilter","9.79",95.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 2 ",20,100
"928",264,"20/02/2019","18:00:00","Pertunia","After Drumfilter","9.79",95.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 53 ",20,2650
"929",264,"20/02/2019","18:00:00","Pertunia","After Drumfilter","9.79",95.5,14.5,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 8 ",20,400
"930",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 7 ",20,350
"931",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 52 ",20,2600
"932",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 342 ",20,17100
"933",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 2 ",20,100
"934",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 7 ",20,350
"935",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 6 ",20,300
"936",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 1 ",20,50
"937",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom",""," 2 ",20,100
"938",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 19 ",20,950
"939",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 24 ",20,1200
"940",267,"20/02/2019","19:00:00","Pertunia","After Drumfilter","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudo-nitzschia","Diatom",""," 5 ",20,250
"941",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 16 ",20,800
"942",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom",""," 5 ",20,250
"943",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 8 ",20,400
"944",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 186 ",20,9300
"945",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 10 ",20,500
"946",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 1 ",20,50
"947",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 3 ",20,150
"948",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 5 ",20,250
"949",268,"20/02/2019","21:00:00","Pertunia","Primary sump","9.88",94.6,13.5,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 1 ",20,50
"950",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 439 ",20,21950
"951",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 8 ",20,400
"952",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 11 ",20,550
"953",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Ceratium dens","Dinoflagellate",""," 2 ",20,100
"954",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate",""," 1 ",20,50
"955",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom",""," 1 ",20,50
"956",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 30 ",20,1500
"957",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 17 ",20,850
"958",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 2 ",20,100
"959",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 6 ",20,300
"960",269,"20/02/2019","21:00:00","Pertunia","After Drumfilter","8.88",83.4,12.8,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 2 ",20,100
"961",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 16 ",20,800
"962",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 5 ",20,250
"963",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium depressum","Dinoflagellate",""," 1 ",20,50
"964",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Noctiluca","Dinoflagellate",""," 1 ",20,50
"965",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 220 ",20,11000
"966",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 6 ",20,300
"967",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom",""," 2 ",20,100
"968",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 12 ",20,600
"969",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 1 ",20,50
"970",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 3 ",20,150
"971",270,"20/02/2019","23:00:00","Pertunia","Primary sump","9.98",92.4,12.9,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 6 ",20,300
"972",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Licmophora","Diatom",""," 2 ",20,100
"973",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Chaetoceros","Diatom",""," 5 ",20,250
"974",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Ceratium furca","Dinoflagellate",""," 11 ",20,550
"975",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium divergens","Dinoflagellate",""," 8 ",20,400
"976",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Prorocentrum micans","Dinoflagellate",""," 1 ",20,50
"977",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Ditylum brightwellii","Diatom",""," 1 ",20,50
"978",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus granii","Diatom",""," 8 ",20,400
"979",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Lingulodinium polyedra","Dinoflagellate","HAB"," 325 ",20,16250
"980",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Rhizosolenia","Diatom",""," 1 ",20,50
"981",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Gonyaulax polygramma","Dinoflagellate",""," 16 ",20,800
"982",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Protoperidinium diabolum","Dinoflagellate",""," 3 ",20,150
"983",271,"20/02/2019","23:00:00","Pertunia","After Drumfilter","8.04",78,14,NA,NA,NA,NA,NA,NA,NA,"Melosira","Diatom",""," 21 ",20,1050
